id,title,uri,filename
25046,"In vitro transcription, capping, and 2&#x27;-O methylation of long RNAs",in-vitro-transcription-capping-and-2-x27-o-methyla-4pwgvpe,25046.json
25067,Plant material preparation and salt imposition for PlantScreen analysis,plant-material-preparation-and-salt-imposition-for-4qjgvun,25067.json
25084,RNA Isolation from Plant Tissue Protocol 2: McKenzie et al’s Qiagen hybrid method,rna-isolation-from-plant-tissue-protocol-2-mckenzi-4q4gvyw,25084.json
25085,RNA Isolation from Plant Tissue Protocol 4: CTAB-PVP-TRIzol Method,rna-isolation-from-plant-tissue-protocol-4-ctab-pv-4q5gvy6,25085.json
25093,RNA Isolation from Plant Tissue Protocol 5: pBIOZOL Method,rna-isolation-from-plant-tissue-protocol-5-pbiozol-4rdgv26,25093.json
25095,RNA Isolation from Plant Tissue Protocol 6: pBIOZOL and Qiagen RNeasy Plant Mini Kit Method,rna-isolation-from-plant-tissue-protocol-6-pbiozol-4rfgv3n,25095.json
25107,Regular non-enzymatic splitting of human pluripotent stem cells,regular-non-enzymatic-splitting-of-human-pluripote-4rtgv6n,25107.json
25109,RNA Isolation from Plant Tissue Protocol 7: pBIOZOL-LiCl Method,rna-isolation-from-plant-tissue-protocol-7-pbiozol-4rvgv66,25109.json
25110,RNA Isolation from Plant Tissue Protocol 10: TRIzol LS Reagent Method,rna-isolation-from-plant-tissue-protocol-10-trizol-4rwgv7e,25110.json
25111,RNA Isolation from Plant Tissue Protocol 12: Hot Acid Phenol Method for Angiosperms,rna-isolation-from-plant-tissue-protocol-12-hot-a-4rxgv7n,25111.json
25116,Cellular protein extraction and Western blotting using dry transfer (iBlot system),cellular-protein-extraction-and-western-blotting-u-4r4gv8w,25116.json
251351,DNA extraction protocol for the thraustochytrid Aurantiochytrium limacinum,dna-extraction-protocol-for-the-thraustochytrid-au-hzpxb75pp,251351.json
25163,RNA Isolation from Plant Tissue Protocol 13: Trizol/RNAqueous Midi-Kit,rna-isolation-from-plant-tissue-protocol-13-trizol-4tjgwkn,25163.json
25206,RNA Isolation from Plant Tissue Protocol 17: Invitrogen PureLink-Qiagen RNeasy Hybrid,rna-isolation-from-plant-tissue-protocol-17-invitr-4uwgwxe,25206.json
25207,RNA Isolation from Plant Tissue Protocol 18: innuPREP Plant RNA Kit,rna-isolation-from-plant-tissue-protocol-18-innupr-4uxgwxn,25207.json
25208,RNA Isolation from Plant Tissue Protocol 16: CTAB-Hot Acid Phenol Method for Algae,rna-isolation-from-plant-tissue-protocol-16-ctab-h-4uygwxw,25208.json
25213,How to Culture Human Bronchial Epithelial Cells as Airway Organoids,how-to-culture-human-bronchial-epithelial-cells-as-4u5gwy6,25213.json
25214,RNA Isolation from Plant Tissue Protocol 14: Ambion Trizol RNA Extraction in Microcentrifuge Tubes with Turbo DNAfree Digestion,rna-isolation-from-plant-tissue-protocol-14-ambion-4u6gwze,25214.json
25221,CRISPR-Cas9 Genome Editing in Human Primary T Cells,crispr-cas9-genome-editing-in-human-primary-t-cell-4vdgw26,25221.json
25239,RNA Isolation from Plant Tissue Protocol 1: Qiagen RNeasy Plant Mini Kit,rna-isolation-from-plant-tissue-protocol-1-qiagen-4vxgw7n,25239.json
25240,RNA Isolation from Plant Tissue Protocol 3: CTAB-PVP Method,rna-isolation-from-plant-tissue-protocol-3-ctab-pv-4vygw7w,25240.json
25317,RNA Isolation from Plant Tissue Protocol 11: Tri Reagent Method,rna-isolation-from-plant-tissue-protocol-11-tri-re-4ydgxs6,25317.json
25318,RNA Isolation from Plant Tissue Protocol 9: CTAB/Acid Phenol/Silica Membrane Method,rna-isolation-from-plant-tissue-protocol-9-ctab-ac-4yegxte,25318.json
25319,RNA Isolation from Plant Tissue Protocol 8: CTAB/Acid Phenol/Silica Membrane Method,rna-isolation-from-plant-tissue-protocol-8-ctab-ac-4yfgxtn,25319.json
25407,Primary Human Fibroblast Cell Culture,primary-human-fibroblast-cell-culture-427gyhn,25407.json
25441,RNA Isolation from Plant Tissue,rna-isolation-from-plant-tissue-439gyr6,25441.json
25551,Cryopreservation of Mammalian Cells (Suspension),cryopreservation-of-mammalian-cells-suspension-47pgzmn,25551.json
25678,Total RNA extraction from transgenic flies misexpressing foreign genes to perform Next generation RNA sequencing,total-rna-extraction-from-transgenic-flies-misexpr-5bng2me,25678.json
25813,SELECTION AND ENRICHMENT OF TRANSGENIC CELL POPULATIONS (Basic Protocol 3),selection-and-enrichment-of-transgenic-cell-popula-5fvg3n6,25813.json
25849,Flow Cytometry-Based Gamma-H2AX Assay for Radiation Biodosimetry,flow-cytometry-based-gamma-h2ax-assay-for-radiatio-5gzg3x6,25849.json
25950,Floral dip transformation of Arabidopsis,floral-dip-transformation-of-arabidopsis-5j6g4re,25950.json
259759,Mitoguazone in vivo injections,mitoguazone-in-vivo-injections-h9wpb97dp,259759.json
25981,Frozen tissue dissociation for single-nucleus RNA-Seq,frozen-tissue-dissociation-for-single-nucleus-rna-5k5g4y6,25981.json
26110,Arabidopsis growth medium with varying sulfur and nitrogen content,arabidopsis-growth-medium-with-varying-sulfur-and-5q6g5ze,26110.json
26207,HMW DNA extraction from diverse plants species for PacBio and Nanopore sequencing,hmw-dna-extraction-from-diverse-plants-species-for-5t7g6rn,26207.json
26291,IMMUNOCYTOCHEMISTRY OF i3NEURONS (Support Protocol 2),immunocytochemistry-of-i3neurons-support-protocol-5wtg7en,26291.json
26292,TRANSFECTION OF i3NEURONS (Support Protocol 3),transfection-of-i3neurons-support-protocol-3-5wug7ew,26292.json
26321,Progeny test for generating single copy homozygous transgenic lines in Arabidopsis thaliana.,progeny-test-for-generating-single-copy-homozygous-5xrg7m6,26321.json
26372,Prepare NGM plates with Amphotericin B,prepare-ngm-plates-with-amphotericin-b-5zcg72w,26372.json
26448,Mouse 2- Step Collagenase Liver Perfusion protocol,mouse-2-step-collagenase-liver-perfusion-protocol-53qg8mw,26448.json
26537,U Michigan - Western Blot,u-michigan-western-blot-56hg9b6,26537.json
26560,Preparation of Adult Human Kidney Tissue for Single Nucleus RNA-seq and Other Multiomics Studies,preparation-of-adult-human-kidney-tissue-for-singl-568g9hw,26560.json
26574,"RNA isolation from suspended animal cells, cDNA library construction, and RNA-Seq for gene expression analysis",rna-isolation-from-suspended-animal-cells-cdna-lib-57ng9me,26574.json
26884,Primer ID MiSeq Library Prep for HIV-1 DR and diversity,primer-id-miseq-library-prep-for-hiv-1-dr-and-dive-6hchb2w,26884.json
26990,Direct cDNA synthesis and pre-amplification of single embryos for RT-PCR,direct-cdna-synthesis-and-pre-amplification-of-sin-6knhcve,26990.json
27061,Freezing and processing intestinal biopsies for the isolation of CD45+ leukocytes,freezing-and-processing-intestinal-biopsies-for-th-6nvhde6,27061.json
27088,Immunofluorescence staining of paraffin embedded cell block sections,immunofluorescence-staining-of-paraffin-embedded-c-6pqhdmw,27088.json
27149,Western Blotting,western-blotting-6rmhd46,27149.json
27236,"Isolation of nuclei from frozen tissue for snMultiome, snATAC-seq, snRNA-seq, and other epigenomic/transcriptomic assays",isolation-of-nuclei-from-frozen-tissue-for-snmulti-6uchesw,27236.json
27302,Coulter Method for the detection of Physiological parameters,coulter-method-for-the-detection-of-physiological-6wehfbe,27302.json
27415,Phenotypic analysis of circulating leukocytes,phenotypic-analysis-of-circulating-leukocytes-6zxhf7n,27415.json
27497,Internal Metabolite Extraction for Targeted and Untargeted Metabolomics Using Ultrahigh Resolution Mass Spectrometry,internal-metabolite-extraction-for-targeted-and-un-64hhgt6,27497.json
27583,Antibody Purification and Labeling,antibody-purification-and-labeling-667hhhn,27583.json
276270,Degenerate PCR and sequencing workflow for discovering PET hydrolases from Japanese composts,degenerate-pcr-and-sequencing-workflow-for-discove-ir2ncd8df,276270.json
2765,High quality DNA extraction from Fungi_small scale,high-quality-dna-extraction-from-fungi-small-scale-exmbfk6,2765.json
27667,Next Generation Sequencing and RNA-Seq Characterization of adipose tissue in the Nile crocodile,next-generation-sequencing-and-rna-seq-characteriz-69thh6n,27667.json
27844,Bodo saltans transfection with plasmid for tagging EF1alpha gene__IG BsTub,bodo-saltans-transfection-with-plasmid-for-tagging-7fchjiw,27844.json
27866,SmartSeq2 for HTP Generation of Bulk RNA Libraries- with Pipetting plan,smartseq2-for-htp-generation-of-bulk-rna-libraries-7f2hjqe,27866.json
27877,High Resolution Imaging Mass Spectrometry Analysis using Bruker Daltonics Platforms,high-resolution-imaging-mass-spectrometry-analysis-7gdhjs6,27877.json
28023,U Michigan - DNA Extraction for Illumina 16S rRNA Extraction,u-michigan-dna-extraction-for-illumina-16s-rrna-ex-7kxhkxn,28023.json
28249,"Protocol to immunostain Gastruloids (LSCB, EPFL)",protocol-to-immunostain-gastruloids-lscb-epfl-7tzhnp6,28249.json
28296,"Quantification of Gel Bands by an Image J Macro, Band/Peak Quantification Tool",quantification-of-gel-bands-by-an-image-j-macro-ba-7vghn3w,28296.json
28325,Rat Brain Tissue RNA Extraction/cDNA Synthesis for qPCR,rat-brain-tissue-rna-extraction-cdna-synthesis-for-7wdhpa6,28325.json
28329,qPCR Assay,qpcr-assay-7whhpb6,28329.json
28355,"Protocol to culture mESCs (LSCB, UPLUT)",protocol-to-culture-mescs-lscb-uplut-7xbhpin,28355.json
28466,Image-based 3D cell culture cytotoxicity assay,image-based-3d-cell-culture-cytotoxicity-assay-72shqee,28466.json
28475,Metabolite Extraction and Derivatization of Plasma/ Serum Samples for High Resolution GC-MS- based Metabolomics,metabolite-extraction-and-derivatization-of-plasma-723hqgn,28475.json
28485,RNA Extraction from Cryptococcal Cells.,rna-extraction-from-cryptococcal-cells-73dhqi6,28485.json
28494,Staining cells with IncuCyte Cytolight Rapid Dyes for flow cytometry or fluorescent microscopy,staining-cells-with-incucyte-cytolight-rapid-dyes-73nhqme,28494.json
28552,DNase I treatment in solution (after RNA extraction),dnase-i-treatment-in-solution-after-rna-extraction-75ghq3w,28552.json
28614,"Cell cultures, transfection and treatments",cell-cultures-transfection-and-treatments-77ehrje,28614.json
28747,Reverse transcription of RNA to cDNA,reverse-transcription-of-rna-to-cdna-8bjhskn,28747.json
28802,iPSC editing with TALENs,ipsc-editing-with-talens-8dahs2e,28802.json
28869,Western Blot (semi-dry),western-blot-semi-dry-8fdhti6,28869.json
28901,Western Blot (tank-blot) + Antibody staining,western-blot-tank-blot-antibody-staining-8gdhts6,28901.json
28905,Dural Cell Isolation,dural-cell-isolation-8ghhtt6,28905.json
28911,Mycoplasma,mycoplasma-8gphtvn,28911.json
28936,RNA extraction from  Pichia pastoris,rna-extraction-from-pichia-pastoris-8hght3w,28936.json
29013,Spectral Recording of Gene Expression History by Fluorescent Timer Protein,spectral-recording-of-gene-expression-history-by-f-8jvhun6,29013.json
2912,OmniPrep™ for Fungus,OmniPrep-for-Fungus-e38bgrw,2912.json
29152,Reporter titrations for transfection of Micromonas commoda CCMP2709,reporter-titrations-for-transfection-of-micromonas-8p8hvrw,29152.json
29153,Transfection of Micromonas commoda CCMP2709,transfection-of-micromonas-commoda-ccmp2709-8p9hvr6,29153.json
29193,WTc11 iPSC Culture and Maintenance,wtc11-ipsc-culture-and-maintenance-8rhhv36,29193.json
29236,METHOD FOR THE METABOLIC PROFILE OF PLANT TISSUES BY GAS CHROMATOGRAPHY COUPLED TO MASS SPECTROMETRY (GC/MS),method-for-the-metabolic-profile-of-plant-tissues-8suhwew,29236.json
29287,High-quality RNA purification with on-column DNase treatment from tissue specimens,high-quality-rna-purification-with-on-column-dnase-8ufhwtn,29287.json
29323,METABOLIC PATHWAY ANALYSIS BY LIQUID CHROMATOGRAPHY (UHPLC) COUPLED TO HIGH RESOLUTION MASS SPECTROMETRY (LC/MS),metabolic-pathway-analysis-by-liquid-chromatograph-8vjhw4n,29323.json
29415,CRISPR RNP Electroporation Protocol,crispr-rnp-electroporation-protocol-8yfhxtn,29415.json
29458,In vitro testing of guide RNA efficiency for CRISPR-mediated genome editing,in-vitro-testing-of-guide-rna-efficiency-for-crisp-8zshx6e,29458.json
29507,"Flow-cytometry-based in vitro assay for assessing T-cell-mediated cytotoxicity against a target cell line (24-well plate, pmel-1 or OT-I T cells, MC38 cell line)",flow-cytometry-based-in-vitro-assay-for-assessing-83bhyin,29507.json
29612,10X Genomics Single-Nucleus RNA-Sequencing for Transcriptomic Profiling of Adult Human Tissues,10x-genomics-single-nucleus-rna-sequencing-for-tra-86khzcw,29612.json
29671,RNA extraction from 10µL mouse blood samples (KingFisher Flex 96-well),rna-extraction-from-10-l-mouse-blood-samples-kingf-88fhztn,29671.json
2968,OmniPrep™ For High Quality Genomic DNA Extraction From Paraffin-Embedded Tissue,OmniPrep-For-High-Quality-Genomic-DNA-Extraction-F-e5ybg7w,2968.json
2971,OmniPrep™ For High Quality Genomic DNA Extraction From Ethanol- or Formalin-Fixed Tissue,OmniPrep-For-High-Quality-Genomic-DNA-Extraction-F-e53bg8n,2971.json
2972,"OmniPrep™ For High Quality Genomic DNA Extraction From Nucleated Blood Cells (Bird, Fish, Frog)",OmniPrep-For-High-Quality-Genomic-DNA-Extraction-F-e54bg8w,2972.json
2974,OmniPrep™ For High Quality Genomic DNA Extraction From Gram-Negative Bacteria,OmniPrep-For-High-Quality-Genomic-DNA-Extraction-F-e56bg9e,2974.json
2975,OmniPrep™ For High Quality Genomic DNA Extraction From Gram-Positive Bacteria,OmniPrep-For-High-Quality-Genomic-DNA-Extraction-F-e57bg9n,2975.json
2981,OmniPrep™ For High Quality Genomic DNA Extraction From Plant Tissue (Fresh or Frozen),OmniPrep-For-High-Quality-Genomic-DNA-Extraction-F-e6dbha6,2981.json
2982,OmniPrep™ For High Quality Genomic DNA Extraction From Mouse Tail Tissue,OmniPrep-For-High-Quality-Genomic-DNA-Extraction-F-e6ebhbe,2982.json
2983,OmniPrep™ For High Quality Genomic DNA Extraction From Yeast,OmniPrep-For-High-Quality-Genomic-DNA-Extraction-F-e6fbhbn,2983.json
29923,Human Pancreas PACT Optical Clearing and High Resolution 3D Microscopy,human-pancreas-pact-optical-clearing-and-high-reso-9gbh3sn,29923.json
29924,Scanorama,scanorama-9gch3sw,29924.json
29935,High-Throughput Stool Metaproteome Extraction,high-throughput-stool-metaproteome-extraction-9gph3vn,29935.json
29943,Double immunostaining for PIP2 and phosphorylated ERK,double-immunostaining-for-pip2-and-phosphorylated-9gxh3xn,29943.json
30120,InDrop Library Preparation - TruDrop (modified V2) Detailed,indrop-library-preparation-trudrop-modified-v2-det-9ngh5bw,30120.json
301838,Multi-pathogen detection & quantification using digital PCR,multi-pathogen-detection-amp-quantification-using-jiznckf5f,301838.json
30333,mRNA Synthesis and Transfection,mrna-synthesis-and-transfection-9u5h6y6,30333.json
30337,Western Blot,western-blot-9u9h6z6,30337.json
30338,Immunofluorescence and Cell Counting,immunofluorescence-and-cell-counting-9vah62e,30338.json
30442,sci-RNA-seq3,sci-rna-seq3-9yih7ue,30442.json
30473,Immunoprecipitation (IP) and Mass Spectrometry,immunoprecipitation-ip-and-mass-spectrometry-9zhh736,30473.json
30568,Detection of Batrachochytrium dendrobatidis (Bd) and amphibians DNA metabarcoding,detection-of-batrachochytrium-dendrobatidis-bd-and-94gh8tw,30568.json
30649,Deep Dye Drop Protocol,deep-dye-drop-protocol-96zh9f6,30649.json
30684,The detection of freshwater pearl mussel,the-detection-of-freshwater-pearl-mussel-974h9qw,30684.json
30690,HTAPP_Dissociation of human neuroblastoma tumors to a single-cell suspension for single-cell RNA-seq using Papain,htapp-dissociation-of-human-neuroblastoma-tumors-t-98ah9se,30690.json
30708,RNA extraction_Trizol method_Protocol,rna-extraction-trizol-method-protocol-98uh9ww,30708.json
30890,Probe-Seq,probe-seq-baeiibce,30890.json
30899,SPARC - Millipore Metabolic Rat Multiplex Bead Assay for Flow Cytometry,sparc-millipore-metabolic-rat-multiplex-bead-assay-baetiben,30899.json
30948,SPARC - Setting up the BEADS for the Millipore Metabolic Rat Milliplex Assay,sparc-setting-up-the-beads-for-the-millipore-metab-bagcibsw,30948.json
30987,CIDC_S16_LC_MS_Celegans_Extraction_Protocol,cidc-s16-lc-ms-celegans-extraction-protocol-bahjib4n,30987.json
31027,qPCR assay for detecting Batrachochytrium dendrobatidis,qpcr-assay-for-detecting-batrachochytrium-dendroba-baiticen,31027.json
31076,Immunohistochemical labeling of thick cryosections from pelvic ganglia,immunohistochemical-labeling-of-thick-cryosections-bakcicsw,31076.json
31077,Confocal microscopy and characterization of synaptic boutons associated with ganglion neurons,confocal-microscopy-and-characterization-of-synapt-bakdics6,31077.json
31081,SPARC - Analysis of multiplexed bead data using MPLEX software,sparc-analysis-of-multiplexed-bead-data-using-mple-bakhict6,31081.json
31082,Light microscopic analysis of synaptic input to neurons in the rat major pelvic ganglion [keast-003],light-microscopic-analysis-of-synaptic-input-to-ne-bakiicue,31082.json
31118,Total DNA extraction from plant tissue using CTAB method,total-dna-extraction-from-plant-tissue-using-ctab-bamnic5e,31118.json
31158,SPARC - Attune NxT Set-up for Milli-metabolic bead assay Acquisition,sparc-attune-nxt-set-up-for-milli-metabolic-bead-a-banwidfe,31158.json
31165,Flow cytometry based monocyte adhesion assay for quantification of endothelial activation in vitro,flow-cytometry-based-monocyte-adhesion-assay-for-q-ban5idg6,31165.json
31274,Tissue collection and extractions for RNA-seq,tissue-collection-and-extractions-for-rna-seq-basiiece,31274.json
313194,F1-X™ Next-Generation 1-Step Gibson Assembly Protocol,f1-x-next-generation-1-step-gibson-assembly-protoc-jv4icn8uf,313194.json
313410,Quantification of Phosphorus Cycling Functional Genes in Marine Sediments by SYBR Green qPCR,quantification-of-phosphorus-cycling-functional-ge-jwbacpaif,313410.json
313591,Hia5-His6 AdMTase purification,hia5-his6-admtase-purification-jwgxcpbxp,313591.json
31412,General Transfection,general-transfection-bawuifew,31412.json
31413,Generating Stable Cell Lines with Lentivirus,generating-stable-cell-lines-with-lentivirus-bawvife6,31413.json
31415,Lentivirus Production,lentivirus-production-bawxiffn,31415.json
314183,Multiplex PCR-based method for whole-genome sequencing of measles virus from wastewater,multiplex-pcr-based-method-for-whole-genome-sequen-jw3fcpgjp,314183.json
314198,dSpCRISPRi tiling screen targeting the TOX locus in primary human CD8+ T cells,dspcrispri-tiling-screen-targeting-the-tox-locus-i-jw3wcpgpf,314198.json
314340,DNA extraction from fungal exsiccates/old fungarium collections,dna-extraction-from-fungal-exsiccates-old-fungariu-jw8ccphsx,314340.json
314451,Mouse brain immunofluorescence,mouse-brain-immunofluorescence-jxbtcpinp,314451.json
314452,3D FIBSEM CLEM Mouse Brain Tissue,3d-fibsem-clem-mouse-brain-tissue-jxbucpinx,314452.json
314559,Fluorescently labeled polyamine uptake (via flow cytometry),fluorescently-labeled-polyamine-uptake-via-flow-cy-jxe7cpjhp,314559.json
314560,Fluorescently labeled polyamine uptake (via confocal microscopy),fluorescently-labeled-polyamine-uptake-via-confoca-jxe8cpjhx,314560.json
314857,Collection of mouse cerebrospinal fluid from the cisterna magna,collection-of-mouse-cerebrospinal-fluid-from-the-c-jxqhcpmt7,314857.json
314922,Protocols for &#34;LRRK2 mutations block NCOA4 trafficking upon iron overload leading to ferroptotic death&#34;,protocols-for-34-lrrk2-mutations-block-ncoa4-traff-jxsicpncf,314922.json
314933,Cell Culture Transfection and Immunoblotting,cell-culture-transfection-and-immunoblotting-jxsvcpne7,314933.json
31494,High throughput pipette-tip hydroponics for collecting salt stress samples for RNA-seq,high-throughput-pipette-tip-hydroponics-for-collec-bazeif3e,31494.json
314940,Immunofluorescent Image Acquisition and Quantification,immunofluorescent-image-acquisition-and-quantifica-jxs4cpngx,314940.json
314942,Immunoperoxidase Histology and Densitometric Quantification for Tyrosine Hydroxylase,immunoperoxidase-histology-and-densitometric-quant-jxs6cpnhf,314942.json
314958,ATAC-seq Protocol for Astrocytes,atac-seq-protocol-for-astrocytes-jxtncpnmf,314958.json
314959,Bisulfite-seq for Astrocytes,bisulfite-seq-for-astrocytes-jxtpcpnmp,314959.json
315213,Localization of pSYN aggregates to either axons or dendrites,localization-of-psyn-aggregates-to-either-axons-or-jx3mcpqk7,315213.json
31664,Archival preservation of cell suspensions for scRNA-Seq,archival-preservation-of-cell-suspensions-for-scrn-ba6qihdw,31664.json
31808,MCM Chromatin flow cytometry for cell cycle,mcm-chromatin-flow-cytometry-for-cell-cycle-bba8iihw,31808.json
31983,Quantitative (q)PCR and Differential Expression Analysis,quantitative-q-pcr-and-differential-expression-ana-bbgpijvn,31983.json
3211,Murashige and Skoog (MS) medium,Murashige-and-Skoog-MS-medium-fdjbi4n,3211.json
3226,Protoplast Isolation - Enzyme Buffer,protoplast-isolation-enzyme-buffer-fd2bi8e,3226.json
32653,Enzymatic disaggregation of human myometrium for 10X Single Cell RNA-seq,enzymatic-disaggregation-of-human-myometrium-for-1-bb5miq46,32653.json
32666,Standard Operating Procedure (SOP) for the Analysis of benoxacor in subcellular fraction incubations by gas chromatography mass spectrometry/electron capture detector,standard-operating-procedure-sop-for-the-analysis-bb52iq8e,32666.json
32850,Determination of infectious lentiviral titers with GFP-encoding lentivirus,determination-of-infectious-lentiviral-titers-with-bcbsisne,32850.json
33291,iNeuron pre-differentiation & differentiation protocol,ineuron-pre-differentiation-amp-differentiation-pr-bcrjiv4n,33291.json
33325,Brooks Lab Western Blotting Protocol,brooks-lab-western-blotting-protocol-bcsmiwc6,33325.json
33351,Matrix-Assisted Laser Desorption/Ionization-Mass Spectrometric Imaging (MALDI-MSI),matrix-assisted-laser-desorption-ionization-mass-s-bctfiwjn,33351.json
33388,A modified protocol for rapid HMW DNA isolation from plant tissues using CTAB,a-modified-protocol-for-rapid-hmw-dna-isolation-fr-bcukiwuw,33388.json
33432,Plant DNA extraction and preparation for ONT sequencing,plant-dna-extraction-and-preparation-for-ont-seque-bcvyiw7w,33432.json
33444,Flongle DirectRNA Library preparation,flongle-directrna-library-preparation-bcwcixaw,33444.json
33464,"RNA isolation and RT-qPCR for Dengue, Chikungunya and Zika Viruses",rna-isolation-and-rt-qpcr-for-dengue-chikungunya-a-bcwyixfw,33464.json
33676,Separation and purification of human PBMC from BUFFY COAT,separation-and-purification-of-human-pbmc-from-buf-bc5kiy4w,33676.json
33678,Live/Dead qPCR of B. pertussis IS481,live-dead-qpcr-of-b-pertussis-is481-bc5niy5e,33678.json
33707,Single-gene short-term CRISPR ko viability assay,single-gene-short-term-crispr-ko-viability-assay-bc6jizcn,33707.json
33758,RNA Extraction with Trizol,rna-extraction-with-trizol-bc76izre,33758.json
33839,A membrane-enriched preparation of culture samples for mass spectrometry-based proteomics,a-membrane-enriched-preparation-of-culture-samples-bdapi2dn,33839.json
33842,Virus IgM antibody detection,virus-igm-antibody-detection-bdasi2ee,33842.json
33856,"snATAC-Seq on 10x ChromiumTM platform for fresh, frozen and cryopreserved material: my notes from the lab (UPDATED VERSION)",snatac-seq-on-10x-chromiumtm-platform-for-fresh-fr-bda8i2hw,33856.json
33894,RNA extraction from field-collected brain tissue samples from suspect rabid animals,rna-extraction-from-field-collected-brain-tissue-s-bdcei2te,33894.json
33900,"TIM, a Targeted Insertional Mutagenesis method utilizing CRISPR/Cas9 in Chlamydomonas reinhardtii",tim-a-targeted-insertional-mutagenesis-method-util-bdcki2uw,33900.json
33980,Basic Protocol 1: Generation of eGFP-ARF-P2A-TIR1 or ARF-HA-P2A-TIR1 progenitor cells,basic-protocol-1-generation-of-egfp-arf-p2a-tir1-o-bde4i3gw,33980.json
34024,Elisa_Protocols_Cytokines,elisa-protocols-cytokines-bdggi3tw,34024.json
34049,Low-cost tissue collection and genomic DNA extraction for plants,low-cost-tissue-collection-and-genomic-dna-extract-bdg9i3z6,34049.json
34060,Crosslinking Immunoprecipitation Beads,crosslinking-immunoprecipitation-beads-bdhki34w,34060.json
34085,ATR FTIR Spectoscopy of Aqueous Cell Cultures,atr-ftir-spectoscopy-of-aqueous-cell-cultures-bdidi4a6,34085.json
34206,Single-gene long-term CRISPRi knockdown viability assay,single-gene-long-term-crispri-knockdown-viability-bdm6i49e,34206.json
34634,IPMC SARS-CoV-2 Two-Step qPCR Protocol on BIOMARK,ipmc-sars-cov-2-two-step-qpcr-protocol-on-biomark-bd3ii8ke,34634.json
34741,Culturing Chlorella Vulgaris and Desmodesmus Quadricauda,culturing-chlorella-vulgaris-and-desmodesmus-quadr-bd6vi9e6,34741.json
34971,Data Processing and Preparation of MALDI IMS data,data-processing-and-preparation-of-maldi-ims-data-bed3ja8n,34971.json
34995,RNA extraction with spin columns from yeast cells grown on 12-column deep well plates,rna-extraction-with-spin-columns-from-yeast-cells-beetjben,34995.json
35130,Protocol for introducing fluorescently labeled CRISPR/Cas9 RNP complex into heterotrophic dinoflagellates,protocol-for-introducing-fluorescently-labeled-cri-bei2jcge,35130.json
35215,High Molecular Weight DNA extraction for long-read sequencing v.1,high-molecular-weight-dna-extraction-for-long-read-bempjc5n,35215.json
35298,"Opentrons COVID-19 testing (RT-qPCR path, Station C, 24+3+1 sample special)",opentrons-covid-19-testing-rt-qpcr-path-station-c-beqajdse,35298.json
35310,Ultrafiltration and purification of conditioned media (Pall Jumbsosep and Izon qEV-10),ultrafiltration-and-purification-of-conditioned-me-beqnjdve,35310.json
35361,Bulk EV staining with CFDA-SE (with NAP-5 purification),bulk-ev-staining-with-cfda-se-with-nap-5-purificat-ber9jd96,35361.json
35379,"Opentrons COVID-19 testing (Zymo, station  B, 48 samples)",opentrons-covid-19-testing-zymo-station-b-48-sampl-bestjeen,35379.json
35382,Sars-CoV2 RNA purification with homemade SPRI beads for RT-qPCR test,sars-cov2-rna-purification-with-homemade-spri-bead-beswjefe,35382.json
35437,Optical Image Collection,optical-image-collection-beumjeu6,35437.json
35494,Test-serology-protocol,test-serology-protocol-bewejfbe,35494.json
35618,Liquid Chromatography-Mass Spectrometry/Mass Spectrometry (LC-MS/MS) for Bulk Metabolomics,liquid-chromatography-mass-spectrometry-mass-spect-be2ajgae,35618.json
35631,DNA and RNA stabilization,dna-and-rna-stabilization-be2pjgdn,35631.json
35637,Mixotrophy - Quantification of the percent of phytoplankton cells with preys (e.g. fluorescent microspheres or fluorescently labeled bacteria),mixotrophy-quantification-of-the-percent-of-phytop-be2vjge6,35637.json
35666,The role of multiprotein bridging factor 1 (MBF1c) in Funariaceae species under salt stress,the-role-of-multiprotein-bridging-factor-1-mbf1c-i-be3sjgne,35666.json
35711,"Opentrons COVID-19 testing: Station B, Zymo kit, 24 samples",opentrons-covid-19-testing-station-b-zymo-kit-24-s-be47jgzn,35711.json
35712,"Opentrons COVID-19 testing: Stations A & B, BP Genomics kit, 24 samples",opentrons-covid-19-testing-stations-a-amp-b-bp-gen-be48jgzw,35712.json
35800,Multiplexed assay for detection of cell culture EV surface membrane proteins,multiplexed-assay-for-detection-of-cell-culture-ev-be7yjhpw,35800.json
35892,Detection of Sars-Cov2 Using qPCR,detection-of-sars-cov2-using-qpcr-bfaujiew,35892.json
35947,LAM-HGTGTS   (Linear Amplification-mediated high-throughput genome-wide translocation sequencing) Our Working Protocol.,lam-hgtgts-linear-amplification-mediated-high-thro-bfcjjiun,35947.json
36013,"Flow cytometry trait measurements (size, granularity and chlorophyll-a) of diatoms",flow-cytometry-trait-measurements-size-granularity-bfemjjc6,36013.json
36037,Zooarchaeology by Mass Spectrometry (ZooMS) for bone material - AmBiC protocol,zooarchaeology-by-mass-spectrometry-zooms-for-bone-bffdjji6,36037.json
36053,HuBMAP UF TMC - Single Cell RNA Seq (10x Genomics) Library Preparation and Sequencing,hubmap-uf-tmc-single-cell-rna-seq-10x-genomics-lib-bffvjjn6,36053.json
36081,"SP3 (Single-Pot, Solid-Phase, Sample-Preperation) Protein Extraction for Dental Calculus",sp3-single-pot-solid-phase-sample-preperation-prot-bfgrjjv6,36081.json
